無関心	9.99999000001E-7	9.99999000001E-7	-9.99999000001E-7	1000001.0	
愛	0.9999860003359919	1.2999688007487821E-5	-1.1999712006911834E-5	1000024.0	
楽観	1.0	1.0	0.0	1000000.0	
喜び	0.9999960000199999	0.9999970000149999	0.9999930000349998	1000005.0	
関心	0.9999940000599994	0.9999970000299997	-0.9999970000299997	1000010.0	
服従	0.999996000016	-0.99999500002	-9.999960000159999E-7	1000004.0	
信頼	0.999994000077999	-0.9999810002469968	0.9999810002469968	1000013.0	
恐怖	0.9999980000099999	-0.9999900000499997	-1.0	1000005.0	
自責の念	-1.0	0.0	0.0	1000000.0	
軽蔑	-1.0	1.0	0.0	1000000.0	
憎しみ	-0.999998000008	0.999997000012	0.99999500002	1000004.0	
怒り	-0.9999930000349998	0.9999980000099999	-0.999999000005	1000005.0	
失望	-0.999998000006	-0.999996000012	-9.99997000009E-7	1000003.0	
悲しみ	-0.9999860001259989	-0.9999860001259989	0.9999860001259989	1000009.0	
驚き	-0.9999920000319998	-0.9999920000319998	-1.0	1000004.0	
攻撃的	0.0	1.0	0.0	1000000.0	
畏れ	0.0	-1.0	0.0	1000000.0	
Linux	1.0	1.0	1.0	3.0	
手持ち	0.0	1.0	0.0	2.0	
Xbox	1.0	1.0	0.6666666666666666	3.0	
One	1.0	1.0	0.6666666666666666	3.0	
ハンドル	1.0	1.0	1.0	1.0	
コントローラ	1.0	1.0	1.0	1.0	
使える	0.2	0.8	0.0	5.0	
よう	0.4952380952380954	0.4190476190476191	-0.25714285714285706	105.0	
する	0.5602836879432623	0.4219858156028365	-0.3315602836879433	564.0	
写真	1.0	1.0	0.0	4.0	
長距離	1.0	1.0	1.0	1.0	
トラック	1.0	1.0	1.0	1.0	
シミュレータ	1.0	1.0	1.0	1.0	
GitHub	1.0	1.0	1.0	1.0	
用	0.6666666666666666	0.3333333333333333	-0.16666666666666666	6.0	
ドライバ	1.0	1.0	1.0	1.0	
アップ	0.0	0.0	1.0	2.0	
ロード	1.0	1.0	1.0	1.0	
https	0.7777777777777778	0.5555555555555556	-0.2222222222222222	18.0	
://	0.8	0.5333333333333333	-0.26666666666666666	30.0	
github	1.0	1.0	-0.6666666666666666	6.0	
.	0.44559585492227993	0.2279792746113989	-0.2227979274611396	193.0	
com	0.7647058823529411	0.7647058823529411	-0.4117647058823529	17.0	
